"","vtitle","vpoint","vreview"
"543","미나리","10","감독이 만들어낸 주옥같은 대사들이 나를 뭉클하게만든다"
"544","극장판 귀멸의 칼날: 무한열차편","9","와 긴장감이랑 몰입감 최고감히 '라이언일병구하기'와 더불어내가 본 최고의 전쟁영화"
"545","PMC: 더 벙커","10","막판에 폭풍 즙 짜냈다...죽어서까지도 딸 사랑ㅠㅠ아빠엄마 몫까지 잘 살아야 돼, 로지ㅠㅠ"
"546","미나리","10","한국 영화중 최고다"
"547","극장판 귀멸의 칼날: 무한열차편","5","이병헌이 백X산에 출연하는거나...매즈 미켈슨이 이 영화에 출연하는거나...도찐개찐(웃음)"
"548","세자매","10","우리 이영화 안본걸로합니다."
"549","그랜드파더","10","재밌따 꽃님이 너무 기엽다"
"550","미나리","6","음... 걍 개연성읎구, 죙일 집에만 있다가, 잠깐 다른 집갔다가 옥상올라가고 끝나서,,,싱겁고,,, 시간도 짧긴 한디, 걍 시간때올때 볼만해유~~ 진짜 좀비 연기자들이랑, 유아인이 연기덕에 봤다"
"551","미나리","9","방라잔2결전의날 짱"
"552","미나리","1","시나리오 개판에 배우들 연기 개판에 심지어 매력도없어서 몰입력을 저하시킴 ; 이딴영화 상준 영화제는 뭔생각인지"
"553","미나리","7","산소야 고마워 산소야 고마워"
"554","극장판 귀멸의 칼날: 무한열차편","9","뭔가 부족한게 한두개 있는 느낌이지만 괜춘괜춘"
"555","PMC: 더 벙커","2","게임의 실사화는 사실 사일런트힐 이외에는 별 기대하지않는다는 점을 감안하고 감상해도 이건 좀 이상타 리오레우스 다아블로스 네르스큐라 고어마가라는 놀라울정도로 CG나 모션디테일, 포효까지 게임과 비슷하게 구현해서 몰입감이 생길뻔하다가도 생태계 구현포기, 스토리 전개 포기, 세계관 구현 포기 등등 정작 중요한 부분이 너덜너덜하다.또 OST는 누가 만든건지 정말....이런거 왠만하면 안남기는데 이거는 참....각 몬스터 CG 구경 빼곤 아무리 쥐어짜도 칭찬거리가 없는 영화."
"556","미나리","10","실은 얘네 별로 안친한듯 합니다"
"557","극장판 귀멸의 칼날: 무한열차편","9","많은 생각을 하게 해주는 영화입니다몹시 불편하면서도 동시에 북받쳐 눈물이 나네요"
"558","세자매","10","가정교육의 중요성 매우 중요합니다"
"559","그랜드파더","10","30년된 영환데 지금 봐도 너무 재밌음 ㅋㅋㅋㅋ 애니 넘 무섭"
"560","미나리","2","일본은 배우 대부분 연기가 부자연스러움. 그래서 안 봤음."
"561","미나리","8","방심하다 깼다"
"562","미나리","10","소피아 로렌 영화 찾아보다 . 뜨악 이영화 보다 사랑이 너무 슬퍼서 울었네요 꼭보세요"
"563","미나리","10","어휴.. 진짜 대한민국 대변영화인줄 ㅠㅠ 모든 장면이 다 현실이고 울컥한다옛날에 자식들에게 하는 표현 방식들은 왤케 폭력적이였으까요 ㅠ지금 부모님들이 보면 마음에 위로를 받으시지 않으까 하는 영화 인거 같아요 주연조연할꺼없이 연기라고 안 믿길 만큼 표정부터 대사하나까지 너무 좋았던 영화!!2020년 올해를 이 영화로 시작하는 느낌입니다"
"564","극장판 귀멸의 칼날: 무한열차편","8","cg만으로도 큰점수를 먹고 들어가는영화 엔진 스따뜨는 보너스"
"565","PMC: 더 벙커","10","왜 이제야 봤나 싶어요너무 공감가고 가슴아팠습니다"
"566","미나리","10","97년도 첫직장을 다녔었는데...그때보다 지금이 더 힘들다...코로나 빨리 사라졌으면"
"567","극장판 귀멸의 칼날: 무한열차편","10","한국인이라면 너무 화나고 울컥한 마음이 듷게되는?? 영화인 것 같다."
"568","세자매","10","영화를 지금에서야 봤네요 묵직한 울림과 감동에 아직까지 관련 영상과 후기들 이틀내내 찾아 보고 있어요 책이든 영화든 두번 이상 보질 않는데 1987은 다시 보고 싶어요"
"569","그랜드파더","10",""
"570","미나리","5","끝에가서 무너지네..."
"571","미나리","6","마동석님 효과로 봤어요. 마표 강펀치로 그나마 속을 뚫었네요. 곽병두님 연기는 더 보고싶었는데.. 까메오였나요? 2006년 영화 '구타유발자들' 생각났어요."
"572","미나리","10","보기 힘들었지만 꼭 존재해야하는 영화라고 생각합니다."
"573","미나리","9","사랑의 대상에 따라 변하는 세상의 중심"
"574","극장판 귀멸의 칼날: 무한열차편","8","서클 최고경영자 둘을 엿먹이는 영화. 서클 안의 사람들은 모두 호호하하 즐겁기만하다. 하지만 주인공은 그렇지가 못하다. 잠재력은 높지만 할 줄 아는 것은 아무것도 없는 신입사원 백명 중의 한명일뿐. 서클러가 되기 위해 고군분투하지만 무엇인가 상황은 꼬여만간다. 그리고 결국 서클러가 되는데... 구글과 유튜브를 모티브로 한 것 같지만 사회비판적이라기 보단 기술로 인한 디스토피아적인 상황을 그려내고 있다. 그래서 회사이름이 서클이고 유튜브는 트루유가 된 거 같다. 그렇다고 서클이 무슨 일을 하는 회사인지는 정확히 모르겠고 트루유도 정확히는 유튜브가 아니다. 하지만 그와 상당히 닮았다. 사슴 킬러!! ㅎㅎ 왠지는 모르겠지만 디어헌터를 이 영화를 본 사람들에게 추천해주고 싶다."
"575","PMC: 더 벙커","10","엄마랑 같이 봤씁니다 평점이 너무 안좋아서 볼려다가 안보려했는데 그냥 봤는데 너무 재밌게봤어요 저희는;;진심으로;;; 감동적이고 메세지도 좋고 갈 가돗 너무 이쁘고 액션도 좋고 연기도 좋고 전 다 좋았어요;;"
"576","미나리","6","이건...원작을 본 내 잘못을 탓할께...원작을 안봐야 좋은 영화"
"577","극장판 귀멸의 칼날: 무한열차편","6","기묘하게 잘 어울리는 빌 머레이와 OST."
"578","세자매","7","비급호러나 병맛을 좋아하는 취향이라 나름 재미나게 봤음 ㅎㅎㅎ호불호가 있겠지만,  한국에 드문 장르라 개취로는 굿"
"579","그랜드파더","10","인생 영화중  한편이지요.  정말  살인적인  연기력과  빨려드는  스토리와 슬픔."
"580","미나리","10","개봉당시엔 말도안되서 저평가 받고 지금은 현실이 될거같으니 고평가받는듯"
"581","미나리","10","그냥 이런 영화 보면 눈물이 좔좔 흐른다다른 로맨스들과 클리셰는 비슷할 지언정 이런 잔잔한 감성은 확실히 다른 듯"
"582","미나리","10","넷플로 봤는데 3년간 본 영화 중 최고입니다.총과 전쟁이 주 스토리라 여자분들은 재미가 반감될수 있으나 남자분들은 강추 드립니다.북한이나 미국이나 뭐 정치적인 거는 다 떠나서....영상이 너무 좋습니다."
"583","미나리","10","어미어마한 명작이다! 감동에 또 감동..이런 인생 명작 이제서야..2021년에야 봤다.."
"584","극장판 귀멸의 칼날: 무한열차편","1","너무 역겹습니다 이런 일뽕에 차서 욱일기 사용하는 작가의 작품을 무비판적으로 수용하는 사람들이 너무 많다니 사람들이 점점 멍청해져 가는 것이 맞는 것 같습니다. 이거 보는 사람들 제발 정신 차리시고 책을 읽으시던지 산책을 하세요 제발 공부도 좀 하시고 운동도 하시는데 제발 일뽕 애니에 빠져서 정신 못 차리지만 마세요 연출 연기 스토리 영상미 OST 다 쓰레기 같습니다"
"585","PMC: 더 벙커","10","분위기와 흐름이 자연스럽고 끝내 아름답고 사랑스러운 영화"
"586","미나리","10","한씬 한씬 궁금해서 계속 보게되는 영화.."
"587","극장판 귀멸의 칼날: 무한열차편","2","아 진짜 개는 건드리지 마라ㅡㅡ"
"588","세자매","7","일반인들이 알 수 없었던 소방관의 새로운 면모를 보여준 영화스토리가 전형적이긴 하나 볼 만은 하다"
"589","그랜드파더","10","It’s not your fault."
"590","미나리","10","잼있네. 시간 가는 줄 모르고 봤어."
"591","미나리","6","불필요한 장면과 어설픈 개연성과대평가 받은 작품"
"592","미나리","1","25분 버텼다 ㅜ.ㅜ 너무 하노 진짜 ㅋㅋㅋ"
"593","미나리","10","이 영화는 그냥 최고다... 몇번을 봐도 안 질리네"
"594","극장판 귀멸의 칼날: 무한열차편","9","가볍게 보려했는데 연출과 코믹 케미 작렬"
"595","PMC: 더 벙커","10","아니 이렇게 명작이 평점이 왜이리 낮음? 개 잼있는데.. 처음에 본것보다 두번째보니 명작이였네.."
"596","미나리","7","인종주의적 설정의 한계."
"597","극장판 귀멸의 칼날: 무한열차편","10","와 이런 영화가 있었어?.. 최근 신하균 배우님 연기에 빠져서 작품 찾다가 보게된영화 이건 장르가 뭐죠?.. SF 라고만 단정 짓기엔 미스터리 스릴러에 고어한 느낌도 있고 사회적 현실도 적절히 잘 반영된 블랙 코미디?.. 러닝 타임동안 이 영화의 온도차가 들쑥날쑥 하지만 전혀 이상하지 않은건 이캐릭터의 이배우들이 였기에 가능했던게 아닐까 정말 지구는 누가 지키죠? 여운이 오래 남아 몇번 더 찾아 보게 될듯 리메이크 희망해봅니다"
"598","세자매","8","스릴있는 영화지만 뻔한 스토리와 결말이 예상되는 내용 나쁜년 연기는 훌륭했다.발연기는 일품ㅋㅋ"
"599","그랜드파더","10","김영광 잘생겼다"
"600","미나리","10","천재는 미친놈인 것 같아요"
"601","미나리","5","가족을 잃은 슬픔의 순간을 잘 전달하고 있는데, 전반적으로 무난하고 특색이 없다는 것이 단점이다."
"602","미나리","10","재밌습니다 작화가 좋아요"
"603","미나리","10","남자가 눈물 흐르게 만들었네요"
"604","극장판 귀멸의 칼날: 무한열차편","10","영화에서 연출된 모든 것이 서로 시너지를 내면서 작품을 완벽하게 만들었다 한가지 아쉬운건 내가 이 영화를 영화관에서 못 본거.."
"605","PMC: 더 벙커","2","기대안하고 봤는데 너무 별로에요. 90년대에 복붙처럼 막 찍어댄 흔한 스릴러느낌. 괜찮은 소재였는데..감독이 못살렸어요. 소재가 너무 아깝습니다."
"606","미나리","1","뜬금 신파야 참겠는데... 1도 없는 개연성... 허술한 액션... 의미없이 감수하는 위험.... 못 봐줄정도다.... 차뒤에 서서 쏴도 되는걸 굳이 길막고 쏘다 피하고... 온갖 복선이 다 너무 튀어서 앞날이 너무 뻔한데 차 액션도 구려... 긴박감도 없고... 염정화 역할도 오바스럽고... 아니 이 배우들 가져다 이렇게 낭비하는게 ㅋㅋㅋㅋ 진짜 그것도 기술이다... 연출력이 진짜 대박임... 어쩜 이리 재미없게 만드는지... 너무 뻔하게 흘러가는데 인물들의 행동이 다 그냥 맹목적이다. 맹목적으로 착하고 나쁘고 선하고 정의감넘치고... 그와중에 반전들마저 어설프고... 액션은 속도감대신 축축쳐진다. 배기음이 강렬하다고 속도감이 붙는게 아님... 중학생 수준의 스토리에... 제일 문제는 감독의 연출... 찍어놓고 아까워서 늘어난 영화시간까지... 뭐 괜찮은게 하나도 없다..."
"607","극장판 귀멸의 칼날: 무한열차편","10","위트가 살아있는 추리영화이며 한사람의 선한마음만으로 감동을 주는 영화"
"608","세자매","10","2008년 개봉 당시 보고싶었던  그리고 청춘일때 봤다면 어떤 감정이 였을까 그리고 나에게 어떠한 영감을 줬을까2021년 지금. Bravo my life후회없이 도전하고 즐기며 성취하여 모든것을 사랑하라.그리고 벤저민처럼 나의 유산 기록은 꼭 남기자기록은 기억을 지배하니까"
"609","그랜드파더","3","어차피 후속편 만들거였으면 세계관과 드라마에 대해 고민해보는게 좋지 않았겠어? 뭐 내용이 읍써도 너무 읍다야!"
"610","미나리","10","뻔한 눈물장전 결말일줄알았는데 그렇지았않아서 좋았다. 엄마의 소중함을 다시한번 느낀영화."
"611","미나리","8","일어날일은 일어난다면 미래의 파괴된 환경은 결국 일어났고 과거에 환경이 망가지던 덜 망가지던 미래의 파괴된 환경은 이미 일어난 일인데 왜 굳이 미래인이 과거에 관여하려한건지 좀 이해가 안되네"
"612","미나리","1","커쇼를 향해 가즈아~~~~!"
"613","미나리","8","기예르모 델 토로의 잔혹동화."
"614","극장판 귀멸의 칼날: 무한열차편","10","두번 봤는데 존잼 ㅠㅠ ㅋㅋㅋ"
"615","PMC: 더 벙커","8","러닝타임 내내 스토리, 영상미, 연기 등등 쩔던데 갑자기 훅 꺼져버리고 끝난 느낌... 근데 속편 제작 계획이었다고? 기다린다.."
"616","미나리","10",""
"617","극장판 귀멸의 칼날: 무한열차편","10","나도 누군가가 내 마음을 분해하고 고쳐줬으면 좋겠네...."
"618","세자매","10","왜 2021년도에 봤을까요.. 단순한 멜로를 넘어선.. 또 보고 또 보고 있어요 ㅎㅎ 물론 영어공부 위해서 보기 시작했지만, 이 영화 스크립트 다 외우기 목표입니댜??"
"619","그랜드파더","10","넷플릭스에서 시리즈를 하루만에 완주하고...다음스토리 너무 궁금해서 극장판 봤습니다. 너무 잼나요ㅠㅠ 정말 십여년만에 보는 일본 애니인데 귀멸의 칼날은 정말 완벽해요. 영화 보고 난 다음 내용도 궁금해서 e북 만화책 구매했어요. 완결이 났다고 하니 기절시켜서 깨워달라고 할 필요없이 안심하고 정주행 가능할거 같아요."
